phi,mean,maxi,const
5.10,-0.494910,0.259898,1.20
5.20,-0.543333,0.556681,1.20
0.00,0.000000,-0.000000,1.30
5.40,-0.490749,0.189161,1.20
5.70,-0.298492,0.241274,1.20
5.30,-0.524379,0.349223,1.20
5.50,-0.434751,0.066453,1.20
5.90,-0.196088,0.360785,1.20
1.30,0.397816,0.874146,1.30
0.20,0.107818,0.327445,1.30
0.50,0.247647,0.576303,1.30
0.40,0.209578,0.579903,1.30
5.80,-0.263080,0.257942,1.20
0.80,0.440046,0.865884,1.30
1.40,0.257659,0.789516,1.30
0.60,0.308994,0.823001,1.30
0.70,0.364725,0.914227,1.30
0.90,0.507589,0.928675,1.30
1.10,0.527306,0.958296,1.30
5.60,-0.357887,0.274468,1.20
1.20,0.492490,0.937887,1.30
1.70,-0.260813,-0.001955,1.30
1.90,-0.484643,0.113809,1.30
2.00,-0.553570,0.023358,1.30
1.80,-0.399970,-0.047716,1.30
0.30,0.153250,0.390448,1.30
2.20,-0.532617,0.625732,1.30
2.10,-0.587368,0.426648,1.30
2.30,-0.486192,0.571370,1.30
2.40,-0.439726,0.522969,1.30
2.50,-0.384595,0.562223,1.30
2.60,-0.330645,0.803959,1.30
2.70,-0.278312,0.892588,1.30
1.00,0.532010,0.929512,1.30
1.60,-0.092739,0.210527,1.30
3.10,-0.029546,0.113479,1.30
1.50,0.095489,0.607873,1.30
2.80,-0.214059,0.694685,1.30
2.90,-0.151448,0.601215,1.30
3.00,-0.092306,0.219981,1.30
3.20,0.040189,0.111890,1.30
3.30,0.104231,0.269011,1.30
3.40,0.161551,0.428372,1.30
3.50,0.248678,0.783109,1.30
3.70,0.347733,0.734873,1.30
3.60,0.284971,0.653031,1.30
3.80,0.402195,0.976395,1.30
4.70,0.063295,0.573917,1.30
4.60,0.234110,0.793251,1.30
4.00,0.491057,0.771904,1.30
3.90,0.449490,0.880410,1.30
4.10,0.545652,0.952733,1.30
4.20,0.575545,0.948871,1.30
4.50,0.372199,0.971118,1.30
4.40,0.461961,0.844622,1.30
5.20,-0.552658,0.260885,1.30
4.90,-0.289339,0.276897,1.30
5.00,-0.410913,0.581500,1.30
4.30,0.547096,0.925676,1.30
6.00,-0.146600,0.295569,1.30
5.30,-0.528300,0.249059,1.30
6.20,-0.047844,0.051439,1.30
0.00,0.000000,-0.000000,1.40
6.10,-0.097376,0.205795,1.30
5.10,-0.487707,0.451367,1.30
4.80,-0.120525,0.492933,1.30
0.10,0.056854,0.172698,1.40
0.20,0.109775,0.319468,1.40
0.30,0.163071,0.529202,1.40
0.50,0.277110,0.822556,1.40
0.40,0.211579,0.551638,1.40
0.60,0.320869,0.757001,1.40
0.70,0.382456,0.866101,1.40
5.70,-0.296476,0.634138,1.30
5.90,-0.197294,0.450058,1.30
5.50,-0.431223,0.238728,1.30
5.40,-0.489473,0.120344,1.30
1.20,0.485703,0.883849,1.40
5.80,-0.237590,0.875894,1.30
0.80,0.449735,0.874055,1.40
5.60,-0.362069,0.155298,1.30
1.10,0.537180,0.960894,1.40
1.00,0.546900,0.939971,1.40
1.40,0.249437,0.792996,1.40
1.30,0.401875,0.895971,1.40
1.50,0.096502,0.584032,1.40
0.90,0.496085,0.919043,1.40
1.60,-0.098161,0.194130,1.40
1.70,-0.257592,0.023993,1.40
1.80,-0.391257,0.173983,1.40
1.90,-0.468099,0.387560,1.40
2.20,-0.552080,0.623568,1.40
2.30,-0.494897,0.712965,1.40
2.40,-0.444808,0.948554,1.40
2.50,-0.397580,0.664812,1.40
2.60,-0.351763,0.682949,1.40
2.70,-0.298019,0.406908,1.40
2.90,-0.166830,0.412497,1.40
3.00,-0.096437,0.279556,1.40
2.80,-0.241279,0.348553,1.40
2.10,-0.563574,0.547465,1.40
2.00,-0.525334,0.390343,1.40
3.20,0.038443,0.100897,1.40
3.40,0.166904,0.404465,1.40
3.30,0.113994,0.388020,1.40
3.10,-0.028175,0.137422,1.40
3.50,0.241279,0.723567,1.40
3.70,0.361783,0.935489,1.40
3.80,0.405296,0.873348,1.40
4.00,0.509552,0.906253,1.40
4.70,0.062615,0.569987,1.40
4.20,0.551946,0.977711,1.40
4.30,0.515844,0.867429,1.40
4.60,0.222202,0.710681,1.40
4.90,-0.280604,0.406436,1.40
5.00,-0.414711,0.219025,1.40
4.10,0.558292,0.957115,1.40
3.60,0.290747,0.727776,1.40
4.50,0.372307,0.906229,1.40
3.90,0.456918,0.866128,1.40
5.10,-0.510439,0.035822,1.40
5.20,-0.547926,0.159909,1.40
5.30,-0.533821,0.154770,1.40
5.40,-0.491541,0.501429,1.40
5.50,-0.435382,0.151982,1.40
5.60,-0.380497,0.301175,1.40
5.70,-0.321438,0.342169,1.40
4.80,-0.118069,0.437112,1.40
4.40,0.458614,0.884348,1.40
6.20,-0.045116,0.082141,1.40
6.10,-0.102329,0.211950,1.40
0.00,0.000000,-0.000000,1.50
6.00,-0.154154,0.318288,1.40
0.10,0.067689,0.307472,1.50
0.30,0.186450,0.509023,1.50
0.40,0.239436,0.645662,1.50
0.60,0.354697,0.817119,1.50
0.50,0.301063,0.705547,1.50
0.70,0.409003,0.842424,1.50
0.20,0.130176,0.451730,1.50
5.80,-0.263845,0.319069,1.40
5.90,-0.205670,0.300670,1.40
0.80,0.467404,0.856699,1.50
0.90,0.521452,0.859357,1.50
1.10,0.542161,0.984004,1.50
1.00,0.547020,0.967969,1.50
2.10,-0.533675,0.596118,1.50
2.20,-0.548978,0.677345,1.50
1.30,0.389318,0.911481,1.50
2.30,-0.499901,0.819540,1.50
2.40,-0.461579,0.907625,1.50
2.50,-0.420071,0.746676,1.50
2.60,-0.350222,0.815867,1.50
2.70,-0.312762,0.495069,1.50
2.80,-0.243195,0.474727,1.50
2.90,-0.170522,0.339426,1.50
1.20,0.501071,0.851177,1.50
2.00,-0.510778,0.534681,1.50
1.60,-0.083790,0.195845,1.50
1.80,-0.386133,0.132323,1.50
1.90,-0.455242,0.489353,1.50
1.50,0.096461,0.543658,1.50
1.40,0.255036,0.770487,1.50
1.70,-0.247411,0.067512,1.50
3.40,0.187579,0.474311,1.50
3.50,0.253042,0.628674,1.50
3.60,0.316250,0.709489,1.50
3.30,0.115094,0.287856,1.50
3.90,0.476610,0.909256,1.50
4.00,0.526053,0.975972,1.50
4.10,0.554539,0.989037,1.50
4.20,0.550534,0.910871,1.50
4.30,0.518257,0.874766,1.50
3.70,0.377653,0.840719,1.50
3.00,-0.101143,0.283289,1.50
3.80,0.438599,0.892266,1.50
3.10,-0.030512,0.046192,1.50
4.70,0.052602,0.605128,1.50
3.20,0.043484,0.096524,1.50
4.40,0.448411,0.946696,1.50
4.60,0.222660,0.693240,1.50
4.50,0.374917,0.963481,1.50
5.50,-0.455934,0.887938,1.50
5.70,-0.349104,0.323432,1.50
4.80,-0.122579,0.595265,1.50
5.60,-0.410682,0.409561,1.50
5.80,-0.286657,0.231197,1.50
5.90,-0.236262,0.162664,1.50
6.00,-0.175757,0.185424,1.50
6.10,-0.106973,0.357169,1.50
6.20,-0.047406,0.229666,1.50
0.00,0.000000,-0.000000,1.60
0.10,0.071677,0.176436,1.60
5.20,-0.541925,0.044090,1.50
5.40,-0.501136,0.420023,1.50
4.90,-0.278284,0.457187,1.50
0.70,0.461788,0.893017,1.60
0.60,0.390974,0.852211,1.60
0.50,0.332043,0.702484,1.60
0.80,0.501986,0.783759,1.60
0.90,0.541203,0.838858,1.60
1.10,0.542532,0.784899,1.60
1.00,0.561275,0.907794,1.60
5.00,-0.409024,0.232151,1.50
0.40,0.263745,0.769027,1.60
1.20,0.489648,0.901733,1.60
1.70,-0.237467,0.084713,1.60
1.50,0.089221,0.518932,1.60
1.40,0.256924,0.767402,1.60
1.30,0.393981,0.923296,1.60
0.20,0.125269,0.359621,1.60
1.60,-0.081082,0.189597,1.60
5.30,-0.544999,0.122185,1.50
2.20,-0.547558,0.695064,1.60
2.10,-0.526731,0.638730,1.60
5.10,-0.514446,-0.093785,1.50
1.80,-0.381682,-0.045955,1.60
2.50,-0.425108,0.460750,1.60
2.60,-0.377823,0.306835,1.60
2.30,-0.528758,0.086576,1.60
2.70,-0.315739,0.233105,1.60
2.80,-0.251061,0.038350,1.60
2.40,-0.476397,0.815969,1.60
2.90,-0.179472,0.010626,1.60
1.90,-0.458231,0.272895,1.60
2.00,-0.505810,0.537521,1.60
0.30,0.219777,0.731522,1.60
3.30,0.115280,0.359923,1.60
3.50,0.260532,0.652024,1.60
3.40,0.186866,0.630205,1.60
3.00,-0.105203,0.016697,1.60
3.20,0.042360,0.120738,1.60
3.10,-0.031498,0.008712,1.60
4.00,0.533801,0.909373,1.60
4.10,0.550166,0.997634,1.60
4.20,0.536411,0.912355,1.60
4.30,0.502728,0.777688,1.60
3.60,0.323567,0.805919,1.60
4.40,0.446698,0.870561,1.60
4.50,0.359921,0.921334,1.60
4.60,0.216948,0.640181,1.60
4.70,0.051870,0.753002,1.60
4.80,-0.115519,0.567783,1.60
4.90,-0.278532,0.522591,1.60
5.00,-0.403167,0.671614,1.60
5.10,-0.511030,-0.000028,1.60
5.20,-0.560515,-0.147920,1.60
5.30,-0.544001,0.380879,1.60
3.90,0.496163,0.902606,1.60
3.70,0.377342,0.816340,1.60
6.10,-0.135301,0.084916,1.60
6.00,-0.204951,0.114599,1.60
0.00,0.000000,-0.000000,1.70
0.30,0.216129,0.643263,1.70
0.10,0.070170,0.219480,1.70
0.20,0.143168,0.361533,1.70
0.40,0.280702,0.660454,1.70
6.20,-0.060658,0.035731,1.60
5.40,-0.518798,0.372588,1.60
5.50,-0.497068,-0.129998,1.60
5.70,-0.395673,0.157373,1.60
3.80,0.447824,0.967833,1.60
5.80,-0.312824,0.281459,1.60
0.80,0.513517,0.844173,1.70
0.90,0.548156,0.857163,1.70
0.50,0.354963,0.606285,1.70
1.10,0.546850,0.851589,1.70
1.00,0.569619,0.873991,1.70
0.60,0.410768,0.723331,1.70
5.60,-0.446450,0.179092,1.60
1.40,0.249204,0.715515,1.70
1.20,0.493255,0.912011,1.70
1.30,0.391737,0.934004,1.70
1.60,-0.080192,0.180267,1.70
1.50,0.093092,0.518018,1.70
1.70,-0.242572,0.075990,1.70
1.80,-0.376441,0.083537,1.70
5.90,-0.259910,0.112094,1.60
0.70,0.467913,0.728914,1.70
2.40,-0.497504,0.089094,1.70
2.50,-0.441305,0.020712,1.70
2.70,-0.320159,0.055714,1.70
2.60,-0.392388,-0.017550,1.70
2.80,-0.257466,-0.035366,1.70
3.00,-0.105059,0.051613,1.70
2.90,-0.181997,0.135837,1.70
3.10,-0.030692,0.001922,1.70
3.20,0.043524,0.134035,1.70
3.30,0.116972,0.325561,1.70
3.40,0.191198,0.566552,1.70
3.50,0.262234,0.755934,1.70
3.60,0.331457,0.797119,1.70
3.70,0.388637,0.927781,1.70
1.90,-0.471766,0.272905,1.70
2.10,-0.534216,0.623626,1.70
3.80,0.453448,0.916022,1.70
4.00,0.526367,0.964898,1.70
2.30,-0.527697,0.443148,1.70
3.90,0.497997,0.981805,1.70
4.10,0.552509,0.936690,1.70
4.60,0.210275,0.712833,1.70
4.50,0.352630,0.820748,1.70
4.30,0.506896,0.847334,1.70
4.20,0.533237,0.907080,1.70
4.40,0.460184,0.889744,1.70
4.70,0.051439,0.825398,1.70
2.00,-0.502081,0.749367,1.70
2.20,-0.554311,0.517146,1.70
5.20,-0.555964,-0.016680,1.70
5.10,-0.509186,-0.042100,1.70
5.30,-0.569761,-0.085483,1.70
5.40,-0.537780,0.276032,1.70
5.50,-0.511896,0.111978,1.70
5.60,-0.467600,0.153473,1.70
4.90,-0.276446,0.530649,1.70
5.80,-0.348127,0.075393,1.70
5.00,-0.406340,0.358668,1.70
5.70,-0.397287,0.160401,1.70
4.80,-0.122615,0.433472,1.70
0.40,0.309180,0.578032,1.80
0.60,0.425913,0.722109,1.80
0.50,0.353373,0.623582,1.80
0.70,0.486998,0.780018,1.80
0.80,0.528455,0.864768,1.80
5.90,-0.264218,0.352911,1.70
6.00,-0.199118,0.678061,1.70
0.00,0.000000,-0.000000,1.80
6.20,-0.058872,0.193603,1.70
0.90,0.560043,0.924651,1.80
1.00,0.563535,0.859134,1.80
1.10,0.534100,0.868782,1.80
6.10,-0.137793,0.076705,1.70
1.30,0.389849,0.965365,1.80
1.20,0.490779,0.867223,1.80
1.40,0.247780,0.704471,1.80
1.50,0.094398,0.482499,1.80
1.60,-0.078948,0.272198,1.80
1.70,-0.229493,0.090750,1.80
0.30,0.226969,0.699798,1.80
1.80,-0.369900,0.139866,1.80
2.40,-0.493612,0.594182,1.80
2.20,-0.555161,0.226592,1.80
2.30,-0.527559,0.476068,1.80
2.50,-0.463601,-0.062729,1.80
2.60,-0.403637,0.042203,1.80
2.70,-0.336430,-0.045580,1.80
2.80,-0.260231,-0.002794,1.80
2.90,-0.184401,-0.005901,1.80
3.00,-0.108434,-0.004242,1.80
3.10,-0.031399,-0.002304,1.80
1.90,-0.471263,0.177713,1.80
2.10,-0.537981,0.404751,1.80
0.10,0.066697,0.254747,1.80
3.40,0.198078,0.453234,1.80
3.50,0.272571,0.752512,1.80
3.60,0.348289,0.827848,1.80
3.70,0.412818,0.828069,1.80
3.80,0.467201,0.873230,1.80
3.90,0.503541,0.966846,1.80
4.00,0.531528,0.950029,1.80
0.20,0.148522,0.434040,1.80
3.30,0.121356,0.296956,1.80
2.00,-0.516920,0.328056,1.80
5.10,-0.499287,0.177955,1.80
4.70,0.048814,0.706897,1.80
4.80,-0.121914,0.400961,1.80
4.60,0.204033,0.791221,1.80
4.90,-0.274457,0.413172,1.80
5.00,-0.405812,0.192579,1.80
5.20,-0.547995,-0.034985,1.80
5.30,-0.568905,-0.045717,1.80
5.50,-0.526335,0.027073,1.80
5.40,-0.554139,-0.065499,1.80
5.60,-0.485540,0.031577,1.80
4.10,0.559856,0.960284,1.80
6.10,-0.138617,0.458113,1.80
5.90,-0.285368,0.630338,1.80
6.00,-0.223332,0.059426,1.80
6.20,-0.067824,0.021557,1.80
0.00,0.000000,-0.000000,1.90
3.20,0.043803,0.108628,1.80
5.80,-0.347999,0.439482,1.80
5.70,-0.419930,-0.003953,1.80
4.20,0.537421,0.958086,1.80
4.30,0.511856,0.801993,1.80
4.50,0.342270,0.863728,1.80
0.40,0.304675,0.539946,1.90
0.30,0.233112,0.463529,1.90
4.40,0.456935,0.901459,1.80
0.50,0.369279,0.616288,1.90
0.60,0.435890,0.702388,1.90
0.70,0.490302,0.826249,1.90
0.90,0.563017,0.917887,1.90
1.00,0.565196,0.845043,1.90
0.80,0.540032,0.934923,1.90
1.10,0.545478,0.841363,1.90
0.10,0.079485,0.290967,1.90
0.20,0.159826,0.455708,1.90
1.70,-0.225206,0.070749,1.90
1.90,-0.466011,0.162525,1.90
1.80,-0.362788,-0.037380,1.90
2.00,-0.519554,0.142514,1.90
2.20,-0.555446,0.242723,1.90
2.10,-0.546953,0.184674,1.90
2.30,-0.533275,0.398506,1.90
2.40,-0.511030,0.304119,1.90
2.50,-0.473142,-0.008285,1.90
2.60,-0.411590,-0.029646,1.90
2.70,-0.341505,0.023002,1.90
2.80,-0.273338,0.005013,1.90
2.90,-0.188734,-0.001553,1.90
3.00,-0.112569,-0.001268,1.90
3.10,-0.032383,-0.003035,1.90
1.40,0.246093,0.674845,1.90
1.20,0.487751,0.968435,1.90
3.70,0.428403,0.978783,1.90
3.90,0.516835,0.916876,1.90
3.60,0.357233,0.813157,1.90
3.40,0.201768,0.488283,1.90
3.80,0.472945,0.883121,1.90
3.50,0.274438,0.597619,1.90
4.00,0.536385,0.947812,1.90
1.60,-0.073396,0.278616,1.90
4.10,0.556018,0.977219,1.90
4.20,0.549481,0.843662,1.90
4.40,0.452758,0.976433,1.90
4.30,0.514350,0.798913,1.90
1.30,0.385067,0.958969,1.90
3.20,0.047652,0.157555,1.90
3.30,0.124692,0.249876,1.90
1.50,0.091557,0.478504,1.90
5.40,-0.562739,-0.122663,1.90
5.90,-0.300531,0.421132,1.90
5.30,-0.563723,-0.101016,1.90
5.20,-0.544196,0.047043,1.90
5.50,-0.530050,-0.139813,1.90
5.60,-0.481309,-0.034304,1.90
5.70,-0.425046,0.079377,1.90
5.80,-0.356593,0.427654,1.90
6.00,-0.220297,0.577439,1.90
4.60,0.200577,0.725983,1.90
4.50,0.334184,0.823317,1.90
4.80,-0.119501,0.575939,1.90
5.00,-0.402298,0.147292,1.90
0.10,0.084103,0.275855,2.00
0.30,0.233770,0.484221,2.00
4.70,0.045585,0.751480,1.90
0.60,0.435669,0.727432,2.00
0.70,0.499280,0.804117,2.00
0.90,0.557201,0.919656,2.00
1.00,0.562372,0.833337,2.00
1.20,0.484359,0.903901,2.00
0.80,0.526617,0.850001,2.00
1.10,0.542521,0.905655,2.00
0.40,0.310865,0.523348,2.00
0.20,0.166495,0.376280,2.00
0.00,0.000000,-0.000000,2.00
4.90,-0.268875,0.403916,1.90
2.30,-0.533897,0.352455,2.00
2.40,-0.514175,0.264706,2.00
1.90,-0.454772,0.184275,2.00
1.80,-0.350567,0.068196,2.00
2.00,-0.520720,0.063010,2.00
2.10,-0.561874,0.072200,2.00
2.20,-0.563621,0.255529,2.00
0.50,0.385360,0.666007,2.00
2.50,-0.468214,0.313765,2.00
2.70,-0.349353,0.070306,2.00
2.60,-0.413569,0.124410,2.00
2.80,-0.273350,-0.004983,2.00
6.10,-0.146132,0.349962,1.90
1.30,0.384836,0.974417,2.00
6.20,-0.071961,0.105567,1.90
5.10,-0.501215,0.056065,1.90
2.90,-0.194670,-0.039174,2.00
3.00,-0.113882,-0.021720,2.00
3.10,-0.032579,0.020410,2.00
3.20,0.047353,0.080619,2.00
3.30,0.123971,0.265256,2.00
3.40,0.207524,0.417456,2.00
3.50,0.284633,0.611746,2.00
1.40,0.246566,0.654612,2.00
1.70,-0.221564,0.146168,2.00
1.60,-0.068395,0.228599,2.00
4.20,0.554933,0.881632,2.00
4.40,0.442182,0.976981,2.00
4.30,0.510800,0.815971,2.00
4.50,0.327080,0.815207,2.00
1.50,0.091519,0.435831,2.00
4.70,0.040459,0.631666,2.00
4.60,0.197188,0.822283,2.00
4.80,-0.121371,0.311985,2.00
4.90,-0.270586,0.235602,2.00
4.10,0.555894,0.956232,2.00
3.70,0.428179,0.909521,2.00
3.60,0.362808,0.677088,2.00
3.90,0.516914,0.921615,2.00
3.80,0.480228,0.972747,2.00
5.60,-0.488624,-0.133599,2.00
5.90,-0.303235,0.302956,2.00
6.00,-0.228145,0.512592,2.00
6.10,-0.152958,0.469068,2.00
0.00,0.000000,-0.000000,2.10
0.10,0.084497,0.148602,2.10
6.20,-0.071963,0.171249,2.00
0.20,0.162411,0.302703,2.10
5.00,-0.401226,0.216045,2.00
5.10,-0.494835,0.253340,2.00
5.30,-0.561904,0.020103,2.00
5.80,-0.368572,0.362846,2.00
4.00,0.537162,0.950259,2.00
1.50,0.094187,0.496084,2.10
1.30,0.377303,0.905802,2.10
1.20,0.471455,0.907534,2.10
1.10,0.537334,0.914785,2.10
1.00,0.561069,0.885619,2.10
1.40,0.242921,0.676422,2.10
0.70,0.485530,0.877662,2.10
1.60,-0.066897,0.243715,2.10
1.80,-0.339030,0.160901,2.10
1.70,-0.214228,0.161424,2.10
0.30,0.242048,0.464685,2.10
5.70,-0.428988,0.277673,2.00
5.20,-0.546756,0.067795,2.00
5.40,-0.549248,-0.047035,2.00
2.00,-0.509007,0.042309,2.10
0.90,0.555773,0.912727,2.10
1.90,-0.440925,0.128066,2.10
0.40,0.315810,0.586467,2.10
5.50,-0.524810,-0.086154,2.00
0.80,0.530592,0.953851,2.10
0.60,0.435960,0.721222,2.10
2.80,-0.282437,-0.063561,2.10
2.70,-0.341956,0.723427,2.10
2.90,-0.200250,0.068411,2.10
2.60,-0.412409,0.477346,2.10
3.40,0.212040,0.379390,2.10
3.00,-0.118349,-0.028671,2.10
3.10,-0.035121,-0.013930,2.10
3.20,0.049827,0.079497,2.10
3.30,0.133854,0.220955,2.10
3.50,0.303434,0.582987,2.10
3.60,0.370565,0.727367,2.10
3.70,0.428228,0.843325,2.10
3.80,0.480041,0.927383,2.10
3.90,0.495354,0.887068,2.10
4.00,0.545665,0.948686,2.10
4.10,0.572188,0.945949,2.10
2.10,-0.557235,0.130283,2.10
2.40,-0.503007,0.349881,2.10
2.50,-0.467883,0.356842,2.10
4.60,0.190118,0.707189,2.10
2.30,-0.533893,0.310623,2.10
0.50,0.381061,0.729345,2.10
2.20,-0.569679,0.150442,2.10
4.50,0.319222,0.859508,2.10
4.30,0.499047,0.860528,2.10
4.40,0.427865,0.953024,2.10
4.20,0.552895,0.896618,2.10
4.80,-0.116493,0.530538,2.10
4.90,-0.269047,0.187198,2.10
5.00,-0.395149,0.202603,2.10
5.10,-0.486562,0.259623,2.10
5.30,-0.562771,0.001709,2.10
5.20,-0.547345,0.081506,2.10
5.40,-0.551684,-0.051264,2.10
5.90,-0.308544,0.251950,2.10
6.00,-0.238933,0.319595,2.10
6.10,-0.155570,0.171023,2.10
6.20,-0.072110,0.117464,2.10
5.80,-0.372900,0.201120,2.10
4.70,0.040750,0.621846,2.10
5.50,-0.521401,-0.057193,2.10
0.90,0.558589,0.937963,2.20
0.80,0.531022,0.935884,2.20
0.70,0.485140,0.854278,2.20
5.70,-0.429043,0.360548,2.10
1.30,0.376614,0.921842,2.20
1.40,0.242437,0.656587,2.20
0.00,0.000000,-0.000000,2.20
0.10,0.086268,0.167298,2.20
5.60,-0.481701,-0.037908,2.10
0.30,0.247425,0.489146,2.20
1.60,-0.061998,0.251610,2.20
1.50,0.094116,0.434566,2.20
1.70,-0.209619,0.131331,2.20
1.80,-0.335212,0.102222,2.20
1.90,-0.439930,0.062029,2.20
2.00,-0.499452,-0.006675,2.20
2.10,-0.550104,-0.006528,2.20
1.00,0.567986,0.907636,2.20
1.20,0.467201,0.911297,2.20
1.10,0.535950,0.979315,2.20
0.60,0.434139,0.714079,2.20
2.50,-0.469923,0.262384,2.20
2.60,-0.417438,0.271667,2.20
2.70,-0.355135,0.292489,2.20
2.80,-0.283615,0.256405,2.20
3.00,-0.122396,-0.049664,2.20
2.90,-0.199175,0.195405,2.20
0.40,0.318949,0.563696,2.20
3.10,-0.035404,-0.010322,2.20
3.20,0.050302,0.080119,2.20
2.20,-0.569495,0.000560,2.20
2.40,-0.495018,0.342507,2.20
0.20,0.166411,0.297122,2.20
2.30,-0.539193,0.125727,2.20
0.50,0.383991,0.640766,2.20
3.70,0.423526,0.794965,2.20
3.80,0.466255,0.825509,2.20
3.30,0.135786,0.225691,2.20
3.40,0.220990,0.352704,2.20
3.50,0.291812,0.514460,2.20
3.60,0.365872,0.725903,2.20
4.90,-0.266328,0.224037,2.20
4.70,0.034456,0.602424,2.20
4.80,-0.120042,0.387331,2.20
5.00,-0.399190,0.163735,2.20
5.20,-0.543939,0.053613,2.20
5.10,-0.480412,0.202041,2.20
5.30,-0.570112,-0.083223,2.20
5.40,-0.553593,-0.044928,2.20
4.00,0.550505,0.951114,2.20
4.30,0.490389,0.859928,2.20
4.60,0.187271,0.694611,2.20
5.50,-0.531962,-0.112182,2.20
5.70,-0.432190,0.082316,2.20
5.60,-0.474581,0.050296,2.20
5.80,-0.378723,0.119277,2.20
5.90,-0.312707,0.119754,2.20
6.00,-0.240701,0.162282,2.20
6.10,-0.155263,0.144667,2.20
4.10,0.566885,0.927583,2.20
4.20,0.543439,0.809977,2.20
4.50,0.314718,0.801967,2.20
4.40,0.426434,0.910407,2.20
3.90,0.511305,0.894513,2.20
0.80,0.529686,0.887298,2.30
0.90,0.563591,0.994066,2.30
1.00,0.565534,0.884284,2.30
0.70,0.480318,0.794434,2.30
1.40,0.239053,0.636241,2.30
1.10,0.529244,0.875655,2.30
1.20,0.465595,0.919618,2.30
1.30,0.374280,0.931890,2.30
0.40,0.328916,0.532087,2.30
1.50,0.094649,0.427635,2.30
1.60,-0.060360,0.248844,2.30
1.70,-0.206279,0.088806,2.30
1.90,-0.435874,0.047655,2.30
1.80,-0.333239,-0.033321,2.30
2.00,-0.495922,-0.036272,2.30
2.10,-0.542310,-0.027587,2.30
0.00,0.000000,-0.000000,2.30
6.20,-0.071367,0.139725,2.20
0.20,0.170059,0.315174,2.30
0.30,0.253873,0.423897,2.30
0.60,0.434328,0.716773,2.30
0.50,0.381706,0.623474,2.30
2.60,-0.412148,0.438798,2.30
2.30,-0.545714,-0.008844,2.30
2.70,-0.358652,0.323720,2.30
0.10,0.089206,0.155995,2.30
4.00,0.558796,0.954754,2.30
3.90,0.517631,0.975680,2.30
3.40,0.225223,0.366714,2.30
4.10,0.561096,0.919686,2.30
3.60,0.358486,0.667883,2.30
3.50,0.294207,0.507104,2.30
3.70,0.424865,0.894346,2.30
3.80,0.468293,0.890382,2.30
2.80,-0.292143,0.078071,2.30
3.10,-0.037229,-0.017423,2.30
3.30,0.140127,0.220234,2.30
2.20,-0.563476,-0.060815,2.30
4.20,0.535676,0.835880,2.30
4.30,0.488739,0.880443,2.30
4.40,0.423421,0.890280,2.30
4.70,0.034145,0.607564,2.30
4.60,0.183211,0.719373,2.30
4.80,-0.120185,0.367205,2.30
4.50,0.309870,0.781735,2.30
2.90,-0.210087,-0.006358,2.30
3.00,-0.125836,-0.056929,2.30
2.50,-0.461477,0.165107,2.30
3.20,0.052216,0.082233,2.30
5.80,-0.377493,0.023647,2.30
6.00,-0.239655,0.143203,2.30
5.90,-0.315079,0.067519,2.30
5.70,-0.434089,0.034091,2.30
0.00,0.000000,-0.000000,2.40
6.10,-0.159571,0.108604,2.30
6.20,-0.074295,0.110614,2.30
0.10,0.090155,0.163578,2.40
5.30,-0.571567,-0.054566,2.30
5.60,-0.477295,-0.031507,2.30
0.20,0.179894,0.290862,2.40
0.30,0.257891,0.412886,2.40
0.40,0.326369,0.537192,2.40
0.50,0.380917,0.644770,2.40
0.60,0.430468,0.747948,2.40
0.70,0.485180,0.784922,2.40
0.80,0.533003,0.872578,2.40
5.10,-0.479932,0.151259,2.30
4.90,-0.263529,0.188773,2.30
2.40,-0.509887,0.056381,2.30
0.90,0.571543,0.995123,2.40
1.00,0.563651,0.892396,2.40
1.10,0.522001,0.895954,2.40
5.50,-0.518264,-0.044569,2.30
5.00,-0.397745,0.106375,2.30
5.20,-0.538988,0.000106,2.30
1.70,-0.202568,0.071762,2.40
1.80,-0.328272,-0.039287,2.40
2.00,-0.497651,-0.029101,2.40
3.30,0.143924,0.222644,2.40
3.20,0.053844,0.087613,2.40
1.30,0.371674,0.889588,2.40
1.40,0.237080,0.660008,2.40
1.20,0.466950,0.916747,2.40
1.50,0.091395,0.459749,2.40
2.80,-0.290410,0.348812,2.40
2.90,-0.217575,-0.090177,2.40
3.00,-0.129384,-0.054163,2.40
3.10,-0.037801,-0.017219,2.40
2.70,-0.357344,0.527431,2.40
3.40,0.232463,0.369804,2.40
2.60,-0.415802,0.243479,2.40
2.50,-0.461694,0.060104,2.40
1.60,-0.056267,0.289853,2.40
3.50,0.307807,0.536611,2.40
3.60,0.375808,0.658679,2.40
3.70,0.422315,0.867709,2.40
4.10,0.557051,0.929446,2.40
4.00,0.551348,0.920611,2.40
3.90,0.513630,0.931987,2.40
3.80,0.472202,0.920640,2.40
1.90,-0.432006,-0.039619,2.40
5.40,-0.556412,-0.021022,2.30
2.10,-0.539895,-0.032114,2.40
2.20,-0.563225,-0.063956,2.40
2.30,-0.547216,-0.073056,2.40
4.30,0.486787,0.865488,2.40
4.50,0.309123,0.744304,2.40
2.40,-0.508729,-0.015090,2.40
4.70,0.033632,0.599081,2.40
4.60,0.179276,0.706627,2.40
4.80,-0.118048,0.499171,2.40
4.90,-0.261048,0.237676,2.40
5.00,-0.389811,0.138895,2.40
5.10,-0.476227,0.084914,2.40
